vendor_name,year_month,monthly_spend
Yoder Luc,2014-05-01,88.05
co COMMERCIAL INVOICE,2014-05-01,62.08
Invoice Date: 29-May-2014,2014-05-01,18.08
INVOICE ©,2014-05-01,0.0
| LCO jj,2014-06-01,960622.6
fut-Bryan,2014-06-01,512.08
TAX INVOICE,2014-06-01,318.92
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2014-06-01,236.97
"Parker, Phillips and Thomas",2014-06-01,146.99
COMMERCIAL INVOICE,2014-06-01,9.0
=) a,2014-06-01,5.0
Invoice number SYBM3d-853,2014-06-01,5.0
"Rogers, Olson and Sanders",2014-06-01,2.0
=) UJ,2014-06-01,1.0
INVOICE,2014-06-01,1.0
Address:4894 Melanie Pass Apt. 742,2014-06-01,0.0
BSS,2014-07-01,1119.05
COMMERCIAL INVOICE,2014-07-01,174.51
S INVOICE,2014-07-01,158.4
INVOICE,2014-07-01,122.06
=) UJ,2014-07-01,64.24
LS,2014-07-01,64.22
Yoder Luc,2014-07-01,39.76
"Parker, Phillips and Thomas",2014-07-01,37.68
TAX INVOICE,2014-07-01,12.0
INVOICE 1D 7¥7MSa-386,2014-07-01,5.0
"Rogers, Olson and Sanders",2014-07-01,3.0
Address:4894 Melanie Pass Apt. 742,2014-07-01,0.0
COMMERCIAL INVOICE,2014-08-01,1783.8899999999999
TAX INVOICE,2014-08-01,1766.6100000000001
BSS,2014-08-01,1728.72
INVOICE,2014-08-01,1630.56
Buyer :Francisco Wallace,2014-08-01,890.71
COMMERCIAL INVOICE A\,2014-08-01,248.2
"Rogers, Olson and Sanders",2014-08-01,66.9
ZEON,2014-08-01,65.8
Invoice Date: 19-Aug-2014,2014-08-01,5.0
Address:4894 Melanie Pass Apt. 742,2014-08-01,0.0
tut Bryan,2014-09-01,4096.52
COMMERCIAL INVOICE,2014-09-01,993.2
White and Sons LAN,2014-09-01,673.77
INVOICE,2014-09-01,556.14
COMMERCIAL INV,2014-09-01,480.07
Huft-Bryan,2014-09-01,461.82
SB Invoice Date: 24-Sep-2014,2014-09-01,426.65
BSS,2014-09-01,365.59
TAX INVOICE,2014-09-01,88.98
Buyer :Robert Wilcox,2014-09-01,76.36
Sinan andliapar INVOICE,2014-09-01,71.02
Robinson-Carson 62 96 e,2014-09-01,62.77
54988 Glass Stream,2014-09-01,26.5
ss,2014-09-01,6.0
INVOICE ID 2vaM7a-329,2014-09-01,4.0
"Rogers, Olson and Sanders",2014-09-01,4.0
TAX INVOICE Invoice number INVO7372777,2014-09-01,4.0
co TAX INVOICE,2014-09-01,2.0
INVOICE 1D 4YoM36-797,2014-09-01,1.35
TAX INVOICE,2014-10-01,1007.0
"Parker, Phillips and Thomas",2014-10-01,998.56
=) UJ,2014-10-01,575.41
Wy Date: 15-Oct-2014,2014-10-01,325.8
COMMERCIAL INVOICE,2014-10-01,92.41
INVOICE,2014-10-01,8.08
"Rogers, Olson and Sanders",2014-10-01,4.0
Invoice Date: 07-Oct-2014,2014-10-01,1.0
Huff-Bryan,2014-11-01,1002.19
Date: 02-Nov-2014,2014-11-01,838.92
COMMERCIAL INVOICE,2014-11-01,649.4599999999999
Date: 19-Nov-2014,2014-11-01,428.17
TAX INVOICE,2014-11-01,334.73
=) UJ,2014-11-01,80.89
Jensen Group. INVOICE,2014-11-01,80.52
Oo Buyer :Christian Banks Il,2014-11-01,78.89
S COMMERCIAL INVOICE,2014-11-01,49.62
"Parker, Phillips and Thomas",2014-11-01,37.72
=) a,2014-11-01,6.0
INVOICE # INVi82-6/171,2014-11-01,5.52
INVOICE,2014-11-01,5.0
INVOICE 1D 9715-201,2014-11-01,4.0
Invoice Date: 05-Nov-2014,2014-11-01,4.0
——,2014-11-01,4.0
COMMERCIAL INVOICE A\,2014-11-01,3.0
INVOICE ©,2014-11-01,0.0
TAX INVOICE,2014-12-01,308.05
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2014-12-01,189.28
COMMERCIAL INVOICE,2014-12-01,71.07
INVOICE,2014-12-01,65.28999999999999
Yoder Luc,2014-12-01,47.2
=) UJ,2014-12-01,46.5
"INVOICE ID INVI70-09/065,",2014-12-01,6.0
Invoice Date: 09-Dec-2014,2014-12-01,5.0
ss,2014-12-01,2.0
Address:4894 Melanie Pass Apt. 742,2014-12-01,0.0
My Date: 30-Jan-2015,2015-01-01,215.43
COMMERCIAL INVOICE,2015-01-01,125.65
Hutt-Bryan,2015-01-01,121.78
INVOICE ©,2015-01-01,68.97
COMMERCIAL INVOICE A\,2015-01-01,5.0
Invoice Date: 06-Jan-2015,2015-01-01,5.0
INVOICE,2015-01-01,3.0
TAX INVOICE,2015-01-01,1.0
co TAX INVOICE,2015-01-01,1.0
Address:4894 Melanie Pass Apt. 742,2015-01-01,0.0
INVOICE,2015-02-01,1061.61
Ba.,2015-02-01,1011.63
Date: 28-Feb-2015,2015-02-01,229.26
S TAX INVOICE,2015-02-01,83.26
"""am NO",2015-02-01,80.62
ss,2015-02-01,44.78
TAX INVOICE,2015-02-01,10.0
COMMERCIAL INVOICE,2015-02-01,6.0
Invoice number 4YaM16-321,2015-02-01,5.0
"Rogers, Olson and Sanders",2015-02-01,5.0
Address:4894 Melanie Pass Apt. 742,2015-02-01,0.0
Invoice Date: 24-Mar-2015 INVORE IO RIVES (ABIES,2015-03-01,1269.24
TAX INVOICE,2015-03-01,678.43
INVOICE A\,2015-03-01,289.92
Address:4894 Melanie Pass Apt. 742,2015-03-01,269.39
COMMERCIAL INVOICE,2015-03-01,100.36
=,2015-03-01,75.17
INVOICE,2015-03-01,73.47999999999999
INVOICE # 2965-808,2015-03-01,6.0
co COMMERCIAL INVOICE,2015-03-01,3.0
Invoice Date: 15-Mar-2015,2015-03-01,2.0
TAX INVOICE,2015-04-01,342.06
Buyer :Kathryn Smith,2015-04-01,42.74
INVOICE,2015-04-01,10.43
COMMERCIAL INVOICE,2015-04-01,7.0
Invoice number SYaM2d-282,2015-04-01,3.0
INVOICE 10 8208-732,2015-04-01,2.0
INVOICE ©,2015-04-01,0.0
Ey Date: 18-May-2015,2015-05-01,944.46
Date: 05-May-2015,2015-05-01,702.56
INVOICE,2015-05-01,679.89
COMMERCIAL INVOICE,2015-05-01,89.95
y| LCO |,2015-05-01,74.31
"Parker, Phillips and Thomas",2015-05-01,45.75
"Rogers, Olson and Sanders",2015-05-01,10.0
TAX INVOICE,2015-05-01,8.0
co COMMERCIAL INVOICE,2015-05-01,5.4
INVOICE 1D 8125-623,2015-05-01,5.0
Ba.,2015-05-01,4.2
Invoice Date: 22-May-2015,2015-05-01,3.0
TAX INVOICE A\,2015-05-01,1.0
INVOICE,2015-06-01,951.9200000000001
Huff-Bryan,2015-06-01,939.18
ZEON,2015-06-01,578.36
362 Greene Ways Apt. 498,2015-06-01,89.7
COMMERCIAL INVOICE,2015-06-01,89.58
S INVOICE,2015-06-01,79.6
COMMERCIAL INVOICE ©,2015-06-01,56.53
Yoder Luc,2015-06-01,38.87
Buyer :Michael Johnson,2015-06-01,22.32
INVOICE # 1Y5MSa-224,2015-06-01,3.0
——,2015-06-01,1.0
Address:4894 Melanie Pass Apt. 742,2015-06-01,0.0
Huft-Bryan,2015-07-01,1049.43
INVOICE,2015-07-01,317.94
TAX INVOICE,2015-07-01,73.65
| LCO jj,2015-07-01,39.06
=) UJ,2015-07-01,36.0
INVOICE A\,2015-07-01,6.0
"Rogers, Olson and Sanders",2015-07-01,6.0
Date: 31-Aug-2015,2015-08-01,883.7
COMMERCIAL INVOICE,2015-08-01,813.35
Huff-Bryan,2015-08-01,572.14
INVOICE,2015-08-01,569.78
=) UJ,2015-08-01,339.77
Huft-Bryan,2015-08-01,128.43
"Parker, Phillips and Thomas",2015-08-01,76.66
Bill to:Lisa Richardson,2015-08-01,62.5
9678 Pierce Ports,2015-08-01,23.95
TAX INVOICE,2015-08-01,12.18
"Rogers, Olson and Sanders",2015-08-01,6.0
S TAX INVOICE,2015-08-01,3.17
=) a,2015-08-01,2.0
INVOICE # INvi49-380016,2015-08-01,1.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2015-09-01,775.43
TAX INVOICE,2015-09-01,76.71
Jensen Group. INVOICE,2015-09-01,60.37
S TAX INVOICE,2015-09-01,37.5
COMMERCIAL INVOICE,2015-09-01,32.519999999999996
INVOICE,2015-09-01,10.0
INVOICE 10 eyaMa-603,2015-09-01,3.0
A Date: 02-Oct-2015,2015-10-01,916.37
TAX INVOICE,2015-10-01,302.86
INVOICE,2015-10-01,258.96000000000004
Date: 13-Oct-2015,2015-10-01,187.34
| LCO jj,2015-10-01,88.13
=) UJ,2015-10-01,55.19
COMMERCIAL INVOICE,2015-10-01,36.39
ss,2015-10-01,5.0
INVOICE 1D 8398-949,2015-10-01,4.66
INVOICE A\,2015-10-01,4.0
——,2015-10-01,4.0
"Parker, Phillips and Thomas",2015-10-01,3.0
Invoice Date: 04-Oct-2015,2015-10-01,1.0
Address:4894 Melanie Pass Apt. 742,2015-10-01,0.0
A Invoice Date: 08-Nov-2015,2015-11-01,505.53
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2015-11-01,292.55
Yoder Luc,2015-11-01,92.38
"Duran, Morgan and Loper TAX INVOICE",2015-11-01,74.5
TAX INVOICE,2015-11-01,8.0
COMMERCIAL INVOICE,2015-11-01,5.47
INVOICE A\,2015-11-01,4.0
INVOICE # 2497-225,2015-11-01,3.0
INVOICE # 4veM40-637,2015-11-01,3.0
ss,2015-11-01,1.0
White and Sons LAN,2015-12-01,730.93
COMMERCIAL INVOICE,2015-12-01,678.12
INVOICE,2015-12-01,387.1
Robinson-Carson 62 96 e,2015-12-01,125.22
Bil to:Kimberly Cruz,2015-12-01,65.81
=) UJ,2015-12-01,62.35
"Parker, Phillips and Thomas",2015-12-01,51.54
"""am NO",2015-12-01,25.6
TAX INVOICE,2015-12-01,20.0
INVOICE ID 7288-959,2015-12-01,5.0
as,2015-12-01,4.0
——,2015-12-01,1.0
Address:4894 Melanie Pass Apt. 742,2015-12-01,0.0
Hutt-Bryan,2016-01-01,1385.78
COMMERCIAL INVOICE A\,2016-01-01,380.12
COMMERCIAL INVOICE,2016-01-01,142.21
"Parker, Phillips and Thomas",2016-01-01,97.41
S INVOICE,2016-01-01,81.36
"Duran, Morgan and Loper NVOIEE",2016-01-01,33.67
Ba.,2016-01-01,30.02
INVOICE,2016-01-01,13.85
A Invoice Date: 19-Jan-2016,2016-01-01,6.3
INVOICE INVOICE # 8939-079,2016-01-01,4.0
Jensen Group. INVOICE,2016-01-01,4.0
"Rogers, Olson and Sanders",2016-01-01,4.0
=) UJ,2016-01-01,2.86
TAX INVOICE,2016-02-01,933.49
COMMERCIAL INVOICE,2016-02-01,529.98
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2016-02-01,296.93
INVOICE,2016-02-01,34.260000000000005
TAX INVOICE ©,2016-02-01,32.18
"Parker, Phillips and Thomas",2016-02-01,13.98
Jensen Group. INVOICE,2016-02-01,7.0
co TAX INVOICE,2016-02-01,3.0
ss,2016-02-01,2.0
Yoder Luc,2016-02-01,0.25
TAX INVOICE,2016-03-01,1255.03
COMMERCIAL INVOICE,2016-03-01,229.48000000000002
=) UJ,2016-03-01,189.36
"Parker, Phillips and Thomas",2016-03-01,127.21000000000001
Jensen Group. INVOICE,2016-03-01,96.07
S COMMERCIAL INVOICE,2016-03-01,93.72
BSS,2016-03-01,75.0
S TAX INVOICE,2016-03-01,73.61
Yoder Luc,2016-03-01,48.35
INVOICE,2016-03-01,5.67
——,2016-03-01,4.0
INVOICE A\,2016-03-01,3.0
co TAX INVOICE,2016-03-01,2.0
COMMERCIAL INVOICE ©,2016-03-01,0.0
INVOICE,2016-04-01,1158.66
tut Bryan,2016-04-01,806.53
Huff-Bryan,2016-04-01,542.77
COMMERCIAL INVOICE,2016-04-01,343.34000000000003
fut-Bryan,2016-04-01,328.57
=) UJ,2016-04-01,38.9
Address:4894 Melanie Pass Apt. 742,2016-04-01,29.669999999999998
| LCO jj,2016-04-01,19.51
"Parker, Phillips and Thomas",2016-04-01,11.74
S COMMERCIAL INVOICE,2016-04-01,5.85
INVOICE 10 2veMae-977,2016-04-01,4.0
INVOICE ©,2016-04-01,1.0
Invoice number INVB6623587,2016-04-01,1.0
TAX INVOICE,2016-04-01,1.0
A Invoice Date: 11-May-2016,2016-05-01,916.85
INVOICE,2016-05-01,884.55
COMMERCIAL INVOICE,2016-05-01,769.88
"Duran, Morgan and Loper INVOICE",2016-05-01,152.52
| LCO jj,2016-05-01,92.19
Yoder Luc,2016-05-01,64.96
TAX INVOICE,2016-05-01,55.93
S INVOICE,2016-05-01,31.66
S TAX INVOICE,2016-05-01,25.35
INVOICE ID 1Y5Ma9d-973,2016-05-01,4.0
TAX INVOICE Invoice number INV/68-65/680,2016-05-01,4.0
"Parker, Phillips and Thomas",2016-05-01,3.6
Invoice number 4Y3M4d-730,2016-05-01,2.0
ss,2016-05-01,1.0
Address:4894 Melanie Pass Apt. 742,2016-05-01,0.0
COMMERCIAL INVOICE,2016-06-01,1525.9299999999998
TAX INVOICE,2016-06-01,388.44
"Parker, Phillips and Thomas",2016-06-01,106.38
INVOICE,2016-06-01,81.14
=) UJ,2016-06-01,59.42
ss,2016-06-01,7.0
=) a,2016-06-01,5.0
Invoice number Nva2471762,2016-06-01,3.7
Invoice number §190-308,2016-06-01,2.0
COMMERCIAL INVOICE ©,2016-06-01,0.0
TAX INVOICE,2016-07-01,1288.0900000000001
LT Date: 25-Jul-2016,2016-07-01,1141.81
Bill to:Antonio Duran,2016-07-01,926.63
SA Invoice Date: 30-Jul-2016,2016-07-01,874.6
INVOICE,2016-07-01,660.25
"Graham, Carrio and Stark",2016-07-01,225.5
Jensen Group. INVOICE,2016-07-01,23.14
Bil to:Robert Swanson,2016-07-01,17.28
y| LCO |,2016-07-01,11.76
COMMERCIAL INVOICE A\,2016-07-01,4.0
——,2016-07-01,4.0
INVOICE A\,2016-07-01,3.0
Address:4894 Melanie Pass Apt. 742,2016-07-01,0.0
INVOICE ©,2016-07-01,0.0
INVOICE,2016-08-01,982.3199999999999
TAX INVOICE,2016-08-01,891.84
"Duran, Morgan and Loper INVOICE",2016-08-01,219.84
"Duran, Morgan and Loper TAX INVOICE",2016-08-01,79.86
COMMERCIAL INVOICE,2016-08-01,6.0
COMMERCIAL INVOICE Invoice number INV86544300,2016-08-01,6.0
Hutt Bryan,2016-08-01,4.46
INVOICE # 4742-479,2016-08-01,4.0
INVOICE 1D INV32599550,2016-08-01,2.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2016-09-01,656.18
COMMERCIAL INVOICE,2016-09-01,496.84000000000003
=) UJ,2016-09-01,275.95
Huff-Bryan,2016-09-01,246.01
Robinson-Carson 62 96 e,2016-09-01,52.14
Bill to:Melissa Knox,2016-09-01,42.09
"""am NO",2016-09-01,26.07
"Parker, Phillips and Thomas",2016-09-01,24.74
996 Shawn Mall,2016-09-01,22.7
TAX INVOICE,2016-09-01,22.0
"INVOICE 1D 7616-878,",2016-09-01,10.53
"Rogers, Olson and Sanders",2016-09-01,5.0
TAX INVOICE Invoice number 1604-486,2016-09-01,4.0
ss,2016-09-01,4.0
——,2016-09-01,4.0
INVOICE,2016-09-01,3.0
Date: 05-Sep-2016,2016-09-01,2.0
COMMERCIAL INVOICE A\,2016-09-01,1.0
INVOICE,2016-10-01,448.26
I Invoice Date: 25-Oct-2016,2016-10-01,235.0
| LCO jj,2016-10-01,153.67000000000002
ss,2016-10-01,96.76
y| LCO |,2016-10-01,26.89
ZEON,2016-10-01,13.81
TAX INVOICE,2016-10-01,10.65
=) a,2016-10-01,5.0
Invoie Date: 06-Oct-2016,2016-10-01,5.0
COMMERCIAL INVOICE,2016-10-01,1.0
TAX INVOICE LN |,2016-11-01,1216.52
TAX INVOICE,2016-11-01,826.29
COMMERCIAL INVOICE,2016-11-01,821.84
INVOICE,2016-11-01,491.99
Yoder LLC,2016-11-01,91.17
Buyer :Andrea Marquez,2016-11-01,74.77
Invoice number INVI88-94/837,2016-11-01,7.96
INVOICE A\,2016-11-01,4.0
Invoice number 1709-872,2016-11-01,3.0
—,2016-11-01,3.0
TAX INVOICE A\,2016-11-01,2.0
"Rogers, Olson and Sanders",2016-11-01,1.0
COMMERCIAL INVOICE,2016-12-01,757.01
Huft-Bryan,2016-12-01,489.57
INVOICE,2016-12-01,431.66
TAX INVOICE,2016-12-01,198.52
Robinson-Carson 62 96 e,2016-12-01,101.53
Bill to:Bryan Jordan,2016-12-01,80.46
S TAX INVOICE,2016-12-01,23.33
"Rogers, Olson and Sanders",2016-12-01,5.0
Buyer :Lisa Cox,2016-12-01,4.25
INVOICE 10 5840-424,2016-12-01,4.0
INVOICE ID INV0425231,2016-12-01,4.0
Address:4894 Melanie Pass Apt. 742,2016-12-01,0.0
COMMERCIAL INVOICE ©,2016-12-01,0.0
INVOICE ©,2016-12-01,0.0
TAX INVOICE ©,2016-12-01,0.0
A Invoice Date: 20-Jan-2017,2017-01-01,236.47
"Parker, Phillips and Thomas",2017-01-01,149.01999999999998
| LCO jj,2017-01-01,90.55
INVOICE,2017-01-01,62.4
TAX INVOICE,2017-01-01,60.82
=) UJ,2017-01-01,44.35
Yoder Luc,2017-01-01,44.26
COMMERCIAL INVOICE,2017-01-01,42.959999999999994
TAX INVOICE A\,2017-01-01,5.0
=) a,2017-01-01,4.0
Address:4894 Melanie Pass Apt. 742,2017-01-01,0.0
TAX INVOICE,2017-02-01,1544.26
SB invoice Date: 01-Feb-2017,2017-02-01,390.82
INVOICE,2017-02-01,285.96
COMMERCIAL INVOICE,2017-02-01,245.59
Jensen Group. INVOICE,2017-02-01,67.79
co COMMERCIAL INVOICE,2017-02-01,66.98
COMMERCIAL INVOICE ©,2017-02-01,37.05
=) UJ,2017-02-01,18.48
y| LCO |,2017-02-01,15.22
Invoice Date: 18-Feb-2017,2017-02-01,6.0
ss,2017-02-01,6.0
INVOICE # 9512-762,2017-02-01,4.0
INVOICE # INV/42-76/024,2017-02-01,2.0
"Rogers, Olson and Sanders",2017-02-01,1.0
INVOICE ©,2017-02-01,0.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2017-03-01,192.14
"Parker, Phillips and Thomas",2017-03-01,127.19
INVOICE,2017-03-01,120.19999999999999
COMMERCIAL INVOICE,2017-03-01,110.37
Address:4894 Melanie Pass Apt. 742,2017-03-01,104.64
Yoder LLC,2017-03-01,92.08
TAX INVOICE,2017-03-01,8.0
Buyer :Bryan Mckinney,2017-03-01,5.0
Invoice number INV26708557,2017-03-01,5.0
"Rogers, Olson and Sanders",2017-03-01,4.0
——,2017-03-01,4.0
Date: 17-Mar-2017,2017-03-01,3.0
INVOICE ©,2017-03-01,0.0
INVOICE,2017-04-01,2914.33
TAX INVOICE,2017-04-01,1221.44
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2017-04-01,202.07
| LCO jj,2017-04-01,60.93000000000001
y| LCO |,2017-04-01,35.0
"Parker, Phillips and Thomas",2017-04-01,30.01
Bill to:Christopher Kelly,2017-04-01,27.58
COMMERCIAL INVOICE,2017-04-01,8.0
tut Bryan,2017-04-01,7.08
Date: 12-Apr-2017,2017-04-01,6.0
COMMERCIAL INVOICE INVOICE ID INV/76-78/987,2017-04-01,4.0
Address:4894 Melanie Pass Apt. 742,2017-04-01,0.0
INVOICE,2017-05-01,1692.55
TAX INVOICE,2017-05-01,752.5
Ly Date: 25-May-2017,2017-05-01,708.34
Huff Bryan,2017-05-01,293.1
| LCO jj,2017-05-01,131.76999999999998
=) UJ,2017-05-01,89.19
Address:4894 Melanie Pass Apt. 742,2017-05-01,80.28
COMMERCIAL INVOICE,2017-05-01,17.009999999999998
Invoice number 9525-747,2017-05-01,16.0
Invoice Date: 17-May-2017,2017-05-01,3.0
Huft-Bryan,2017-06-01,452.0
COMMERCIAL INVOICE,2017-06-01,353.0
"Graham, Carrio and Stark",2017-06-01,200.2
Bill torJesse Duke,2017-06-01,74.41
=) UJ,2017-06-01,58.96
INVOICE,2017-06-01,45.07
INVOICE 1D INVi99-36/469,2017-06-01,5.0
co COMMERCIAL INVOICE,2017-06-01,5.0
"Rogers, Olson and Sanders",2017-06-01,4.0
S COMMERCIAL INVOICE,2017-06-01,3.25
Date: 26-Jun-2017,2017-06-01,3.0
Address:4894 Melanie Pass Apt. 742,2017-06-01,0.0
Huff-Bryan,2017-07-01,853.73
A Invoice Date: 16-Jul-2017,2017-07-01,719.48
TAX INVOICE,2017-07-01,501.68
COMMERCIAL INVOICE,2017-07-01,78.89999999999999
"Parker, Phillips and Thomas",2017-07-01,54.03
Date: 17-Jul-2017,2017-07-01,5.0
INVOICE,2017-07-01,3.0
INVOICE 1D INVi64-301672,2017-07-01,2.0
COMMERCIAL INVOICE ©,2017-07-01,0.0
COMMERCIAL INV,2017-08-01,450.0
INVOICE,2017-08-01,320.47
"Duran, Morgan and Loper TAX INVOICE",2017-08-01,185.95
Robinson-Carson 62 96 e,2017-08-01,93.16
COMMERCIAL INVOICE,2017-08-01,13.75
TAX INVOICE,2017-08-01,9.0
INVOICE # 2v2M6d-378,2017-08-01,3.0
INVOICE ©,2017-08-01,0.0
INVOICE,2017-09-01,1532.5
TAX INVOICE,2017-09-01,1353.0800000000002
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2017-09-01,1066.92
LS,2017-09-01,87.89
| LCO jj,2017-09-01,46.12
"Rogers, Olson and Sanders",2017-09-01,41.99
y| LCO |,2017-09-01,28.85
Yoder LLC,2017-09-01,16.2
COMMERCIAL INVOICE,2017-09-01,14.89
co TAX INVOICE,2017-09-01,3.0
"Duran, Morgan and Loper INVOICE",2017-09-01,2.75
TAX INVOICE Invoice number 9Y5M7d-429,2017-09-01,2.0
Invoice number INV/13-70!588,2017-09-01,1.82
Address:4894 Melanie Pass Apt. 742,2017-09-01,0.0
COMMERCIAL INVOICE,2017-10-01,691.74
Robinson-Carson 62 96 e,2017-10-01,151.16
Bill toxJessica Goodwin,2017-10-01,95.05
INVOICE,2017-10-01,88.08
"Rogers, Olson and Sanders",2017-10-01,65.57
=) UJ,2017-10-01,53.61
Yoder LLC,2017-10-01,50.45
Invoice number SY6M6d-546,2017-10-01,16.0
TAX INVOICE,2017-10-01,6.0
INVOICE ©,2017-10-01,5.0
Invoice Date: 09-Oct-2017,2017-10-01,2.0
INVOICE INVOICE # INV10508877,2017-10-01,1.0
——,2017-10-01,1.0
COMMERCIAL INVOICE,2017-11-01,1510.37
Huff-Bryan,2017-11-01,915.94
Robinson-Carson 62 96 e,2017-11-01,865.83
A Invoice Date: 05-Nov-2017,2017-11-01,693.7
INVOICE,2017-11-01,484.02
TAX INVOICE,2017-11-01,101.29
INVOICE # INVi03-83/490,2017-11-01,7.0
INVOICE #INVi8-58I011,2017-11-01,4.72
| LCO jj,2017-11-01,3.86
co COMMERCIAL INVOICE,2017-11-01,3.0
Date: 05-Nov-2017,2017-11-01,2.0
Address:4894 Melanie Pass Apt. 742,2017-11-01,0.0
COMMERCIAL INVOICE,2017-12-01,1164.24
28677 Jeremiah Burg,2017-12-01,295.26
TAX INVOICE,2017-12-01,206.20999999999998
"Parker, Phillips and Thomas",2017-12-01,173.57
Robinson-Carson 62 96 e,2017-12-01,104.71000000000001
Bill to:Holly Novak,2017-12-01,74.54
Bill to:Sue Smith,2017-12-01,32.01
COMMERCIAL INVOICE A\,2017-12-01,6.0
TAX INVOICE ©,2017-12-01,6.0
Invoice number 2Y2MG0-617,2017-12-01,5.0
"Rogers, Olson and Sanders",2017-12-01,5.0
INVOICE,2017-12-01,4.0
Jensen Group. INVOICE,2017-12-01,4.0
INVOICE # INVS2297731,2017-12-01,2.07
"Graham, Carrio and Stark",2017-12-01,1.9
Invoice number INV85602962,2017-12-01,1.69
INVOICE INVOICE ID INV/36-89/789,2017-12-01,1.0
Invoice number NvaB363400,2017-12-01,1.0
"Duran, Morgan andl Loper, COMMERCIAL INVOIC",2018-01-01,975.4
INVOICE,2018-01-01,102.23
COMMERCIAL INVOICE,2018-01-01,99.98
"Parker, Phillips and Thomas",2018-01-01,79.32
INVOICE # 9897-228,2018-01-01,19.72
co COMMERCIAL INVOICE,2018-01-01,13.13
Invoice number nvo3425571,2018-01-01,12.0
COMMERCIAL INVOICE ©,2018-01-01,6.0
INVOICE # 2veMoe-564,2018-01-01,6.0
TAX INVOICE,2018-01-01,5.0
Robinson-Carson 62 96 e,2018-01-01,3.75
Date: 25-Jan-2018,2018-01-01,3.0
Address:4894 Melanie Pass Apt. 742,2018-01-01,0.0
INVOICE ©,2018-01-01,0.0
COMMERCIAL INVOICE n\,2018-02-01,1062.12
INVOICE,2018-02-01,625.36
Ba.,2018-02-01,458.99
INVOICE ©,2018-02-01,88.59
"Parker, Phillips and Thomas",2018-02-01,88.15
"Rogers, Olson and Sanders",2018-02-01,81.79
Yoder Luc,2018-02-01,73.76
COMMERCIAL INVOICE,2018-02-01,61.23
TAX INVOICE,2018-02-01,50.47
"""am NO",2018-02-01,49.35
Yoder LLC,2018-02-01,17.85
S COMMERCIAL INVOICE,2018-02-01,14.03
INVOICE # 5568-204,2018-02-01,5.0
Invoice number 0423-994,2018-02-01,4.46
Invoice number 27M9d-056,2018-02-01,1.16
INVOICE,2018-03-01,1291.66
Huff-Bryan,2018-03-01,1168.66
COMMERCIAL INVOICE,2018-03-01,581.37
tut Bryan,2018-03-01,348.5
TAX INVOICE,2018-03-01,124.03999999999999
Yoder Luc,2018-03-01,98.27
"Parker, Phillips and Thomas",2018-03-01,83.49
S TAX INVOICE,2018-03-01,82.27000000000001
"""am NO",2018-03-01,73.12
BSS,2018-03-01,60.09
"Rogers, Olson and Sanders",2018-03-01,57.19
S COMMERCIAL INVOICE,2018-03-01,38.27
Bill t-Tanya Herman,2018-03-01,20.66
COMMERCIAL INVOICE A\,2018-03-01,14.43
INVOICE 1D INVi85-11/062,2018-03-01,6.0
INVOICE A\,2018-03-01,4.0
Address:4894 Melanie Pass Apt. 742,2018-03-01,0.0
COMMERCIAL INVOICE ©,2018-03-01,0.0
COMMERCIAL INV,2018-04-01,1047.78
A Date: 17-Apr-2018,2018-04-01,700.09
COMMERCIAL INVOICE,2018-04-01,386.41
SA Invoice Date: 20-Apr-2018,2018-04-01,348.32
INVOICE,2018-04-01,325.08
Robinson-Carson 62 96 e,2018-04-01,93.65
Bill to:David Manning,2018-04-01,82.93
"""am NO",2018-04-01,58.49
| LCO jj,2018-04-01,32.75
"Parker, Phillips and Thomas",2018-04-01,21.44
Invoice number INVI03-42/593,2018-04-01,8.92
TAX INVOICE,2018-04-01,8.0
Invoice Date: 18-Apr-2018,2018-04-01,5.0
"Rogers, Olson and Sanders",2018-04-01,5.0
TAX INVOICE Invoice number INV/57-78/306,2018-04-01,4.0
S INVOICE,2018-04-01,3.05
Invoice number INVI69-04/634,2018-04-01,2.0
——,2018-04-01,2.0
INVOICE 1 INVINT S534,2018-04-01,1.08
COMMERCIAL INVOICE ©,2018-04-01,0.0
Hutt-Bryan,2018-05-01,1099.38
TAX INVOICE,2018-05-01,536.4
Yoder Luc,2018-05-01,84.46
| LCO jj,2018-05-01,79.22
"Parker, Phillips and Thomas",2018-05-01,72.74
Bill to:Amanda Washington,2018-05-01,59.48
LS,2018-05-01,29.28
COMMERCIAL INVOICE,2018-05-01,26.0
Ba.,2018-05-01,12.08
INVOICE,2018-05-01,3.24
co TAX INVOICE,2018-05-01,3.0
INVOICE 10 6506-669,2018-05-01,2.0
BSS,2018-06-01,1083.8
Invoice Date: 30-Jun-2018,2018-06-01,821.46
COMMERCIAL INVOICE,2018-06-01,594.6500000000001
=,2018-06-01,432.9
TAX INVOICE,2018-06-01,120.4
Invoice Date: 13-Jun-2018,2018-06-01,108.81
